Row Labels,Acute Viral Hepatitis A,Acute Viral hepatitis B,Acute Viral hepatitis C,Acute Viral Hepatitis E,Avian Influenza,Botulism,Campylobacter enteritis,Campylobacterenterosis,Chikungunya,Chikungunya Fever,Cholera,Dengue Fever,Dengue Haemorrhagic Fever,Diphtheria,Ebola Virus Disease,Encephalitis,Haemophilus influenzae type b,"Hand, Foot Mouth Disease",HFMD,Japanese Encephalitis,Legionellosis,Leptospirosis,Malaria,Measles,Melioidosis,Meningococcal Infection,Mumps,Murine Typhus,Nipah,Nipah virus infection,Paratyphoid,Pertussis,Plague,Pneumococcal Disease (invasive),Poliomyelitis,Rubella,Salmonellosis(non-enteric fevers),SARS,Tetanus,Typhoid,Viral Hepatitis A,Viral Hepatitis E,Yellow Fever,Zika,Zika Virus Infection,Grand Total
2015-W07,,0,0,,0,,,11,,1,0,99,1,0,,0,0,417,,,0,,0,1,1,0,9,,,0,0,1,0,3,0,1,24,0,,1,1,1,0,,,572
2015-W08,,2,0,,0,,,17,,0,0,172,0,0,,2,0,573,,,1,,0,2,2,0,11,,,0,1,1,0,5,0,0,30,0,,0,2,0,0,,,821
2015-W09,,2,0,,0,,,8,,0,0,189,1,0,,0,0,645,,,0,,0,0,1,0,2,,,0,1,0,0,1,0,0,31,0,,0,0,0,0,,,881
2015-W10,,3,0,,0,,,5,,0,0,110,0,0,,0,0,609,,,1,,1,0,0,0,6,,,0,1,1,0,2,0,0,27,0,,1,0,1,0,,,768
2015-W11,,1,1,,0,,,7,,1,0,91,0,0,,0,0,556,,,1,,1,0,0,0,8,,,0,4,1,0,1,0,1,27,0,,2,0,0,0,,,703
2015-W12,,3,0,,0,,,4,,0,0,129,1,0,,0,0,558,,,0,,0,0,1,0,5,,,0,1,2,0,0,0,0,42,0,,1,0,3,0,,,750
2015-W13,,1,0,,0,,,13,,1,0,90,1,0,,0,0,463,,,1,,0,0,2,0,15,,,0,1,0,0,1,0,0,31,0,,0,1,0,0,,,621
2015-W14,,0,0,,0,,,1,,0,0,107,0,0,,1,0,537,,,0,,5,3,1,0,12,,,0,0,1,0,4,0,1,37,0,,0,0,0,0,,,710
2015-W15,,0,0,,0,,,9,,1,0,137,0,0,,1,0,633,,,1,,0,4,0,0,11,,,0,1,1,0,2,0,0,34,0,,0,0,2,0,,,837
2015-W16,,2,0,,0,,,14,,2,0,113,0,0,,1,0,693,,,1,,1,2,1,0,13,,,0,2,1,0,0,0,0,40,0,,1,1,2,0,,,890
2015-W17,,3,1,,0,,,8,,0,0,120,0,0,,0,0,721,,,0,,1,1,0,0,6,,,0,0,2,0,2,0,1,29,0,,1,0,1,0,,,897
2015-W18,,1,0,,0,,,5,,1,0,135,0,0,,1,0,778,,,0,,1,0,1,0,12,,,0,0,0,0,4,0,0,31,0,,2,0,2,0,,,974
2015-W19,,2,0,,0,,,8,,0,0,157,1,0,,0,0,782,,,1,,1,1,0,0,12,,,0,0,2,0,2,0,1,24,0,,2,0,1,0,,,997
2015-W20,,2,0,,0,,,9,,0,0,109,0,0,,0,0,855,,,0,,0,1,0,0,9,,,0,0,0,0,6,0,0,36,0,,1,2,0,0,,,1030
2015-W21,,1,0,,0,,,9,,2,0,178,2,0,,3,0,1004,,,0,,1,1,1,0,11,,,0,0,0,0,2,0,1,36,0,,1,1,2,0,,,1256
2015-W22,,1,0,,0,,,7,,1,0,151,1,0,,0,0,721,,,0,,1,0,0,0,9,,,0,0,0,0,4,0,1,42,0,,0,0,1,0,,,940
2015-W23,,1,0,,0,,,2,,0,0,192,1,0,,1,0,540,,,0,,1,1,3,0,9,,,0,0,0,0,2,0,0,26,0,,1,1,1,0,,,782
2015-W24,,0,0,,0,,,5,,1,0,207,0,0,,0,0,541,,,1,,1,1,4,1,13,,,0,2,1,0,1,0,0,44,0,,2,1,0,0,,,826
2015-W25,,2,0,,0,,,9,,0,0,240,0,0,,0,0,578,,,0,,3,0,0,0,15,,,0,0,2,0,5,0,0,39,0,,1,0,1,0,,,895
2015-W26,,0,1,,0,,,7,,0,0,242,0,0,,0,0,455,,,0,,0,1,2,1,10,,,0,1,1,0,1,0,1,41,0,,0,3,1,0,,,768
2015-W27,,1,0,,0,,,7,,0,0,272,0,0,,0,0,430,,,1,,2,5,0,0,4,,,0,0,2,0,5,0,0,23,0,,0,4,0,0,,,756
2015-W28,,2,2,,0,,,6,,1,0,263,0,0,,0,0,385,,,0,,2,0,0,0,10,,,0,0,0,0,4,0,0,41,0,,2,0,0,0,,,718
2015-W29,,3,2,,0,,,6,,3,0,293,0,0,,1,0,448,,,0,,1,2,0,0,16,,,0,0,3,0,3,0,0,43,0,,0,0,1,0,,,825
2015-W30,,0,0,,0,,,7,,0,0,250,0,0,,0,0,438,,,0,,2,0,1,1,5,,,0,0,0,0,6,0,0,30,0,,0,0,2,0,,,742
2015-W31,,0,0,,0,,,10,,3,0,226,0,0,,1,0,367,,,0,,2,1,1,0,6,,,0,0,1,0,2,0,0,36,0,,1,1,3,0,,,661
2015-W32,,0,0,,0,,,7,,1,0,221,0,0,,1,1,478,,,0,,1,0,0,0,7,,,0,0,0,0,4,0,0,41,0,,1,4,0,0,,,767
2015-W33,,2,0,,0,,,8,,2,0,250,0,0,,0,0,554,,,0,,2,2,1,0,10,,,0,2,1,0,3,0,0,44,0,,0,0,1,0,,,882
2015-W34,,0,0,,0,,,8,,0,1,225,0,0,,1,0,533,,,0,,1,0,1,0,10,,,0,0,1,0,5,0,0,50,0,,2,0,1,0,,,839
2015-W35,,0,0,,0,,,11,,0,0,246,0,0,,1,0,483,,,0,,0,0,0,0,9,,,0,0,0,0,3,0,1,58,0,,0,5,0,0,,,817
2015-W36,,1,1,,0,,,9,,1,0,217,0,0,,0,0,407,,,0,,3,0,0,0,7,,,0,0,3,0,5,0,0,42,0,,1,1,1,0,,,699
2015-W37,,0,0,,0,,,7,,0,0,303,0,0,,2,0,414,,,0,,1,2,1,0,14,,,0,0,0,0,5,0,0,43,0,,1,2,1,0,,,796
2015-W38,,4,1,,0,,,11,,1,0,214,0,0,,1,0,403,,,0,,1,1,2,0,2,,,0,1,0,0,1,0,0,41,0,,0,1,0,0,,,685
2015-W39,,0,0,,0,,,5,,3,0,257,0,0,,1,1,441,,,0,,2,1,1,0,12,,,0,0,3,0,1,0,0,39,0,,1,0,1,0,,,769
2015-W40,,1,24,,0,,,6,,1,0,235,0,0,,0,0,431,,,0,,1,0,1,0,8,,,0,0,1,0,0,0,1,47,0,,1,0,1,0,,,759
2015-W41,,2,2,,0,,,4,,4,0,235,0,0,,0,0,585,,,1,,1,1,2,0,8,,,0,0,0,0,2,0,0,42,0,,0,0,1,0,,,890
2015-W42,,0,3,,0,,,10,,1,0,224,0,0,,1,0,477,,,1,,0,1,1,0,6,,,0,1,2,0,3,0,0,51,0,,1,1,4,0,,,788
2015-W43,,0,1,,0,,,10,,0,1,246,0,0,,0,0,438,,,0,,1,1,0,0,12,,,0,1,1,0,4,0,2,39,0,,3,1,3,0,,,764
2015-W44,,7,1,,0,,,9,,2,0,266,0,0,,2,0,502,,,0,,0,0,0,0,6,,,0,1,2,0,1,0,0,40,0,,1,1,3,0,,,844
2015-W45,,2,1,,0,,,8,,1,0,198,0,0,,0,0,523,,,0,,0,0,0,1,9,,,0,0,1,0,0,0,0,58,0,,0,1,1,0,,,804
2015-W46,,1,0,,0,,,10,,0,0,254,0,0,,1,1,600,,,0,,0,0,1,1,10,,,0,0,0,0,2,0,0,52,0,,0,2,2,0,,,937
2015-W47,,1,1,,0,,,6,,1,1,285,1,0,,0,0,610,,,0,,4,2,0,0,10,,,0,0,3,0,2,0,0,48,0,,0,0,3,0,,,978
2015-W48,,0,0,,0,,,8,,1,0,259,0,0,,0,0,533,,,1,,1,0,0,0,8,,,0,0,2,0,8,0,0,46,0,,0,2,2,0,,,871
2015-W49,,1,0,,0,,,9,,0,0,356,1,0,,1,0,568,,,1,,0,0,0,0,6,,,0,1,2,0,1,0,1,41,0,,1,0,0,0,,,990
2015-W50,,0,1,,0,,,16,,0,0,333,0,0,,0,0,548,,,0,,0,0,1,0,3,,,0,0,2,0,0,0,1,48,0,,1,1,2,0,,,957
2015-W51,,2,0,,0,,,7,,0,0,372,0,0,,1,0,432,,,0,,1,1,2,0,11,,,0,0,0,0,2,0,0,58,0,,3,0,3,0,,,895
2015-W52,,1,0,,0,,,8,,0,0,458,0,0,,0,0,370,,,1,,0,0,1,0,7,,,0,1,0,0,2,0,0,40,0,,0,0,3,0,,,892
2016-W01,,3,0,,1,,,14,,1,1,549,0,0,,1,0,418,,,0,,1,0,0,0,8,,,0,1,1,0,2,0,1,58,0,,0,0,1,0,,,1061
2016-W02,,3,0,,0,,,4,,1,0,628,0,0,,1,0,505,,,0,,0,0,2,0,7,,,0,0,2,0,2,0,0,52,0,,0,3,1,0,,,1211
2016-W03,,0,0,,0,,,9,,0,0,635,1,0,,2,0,588,,,0,,0,0,1,1,11,,,0,1,2,0,1,0,0,49,0,,2,2,2,0,,,1307
2016-W04,,2,0,,0,,,6,,1,0,629,1,0,,0,0,587,,,0,,0,0,2,0,10,,,0,0,1,0,3,0,0,42,0,,4,0,0,0,,,1288
2016-W05,,2,0,,0,,,6,,0,0,528,2,0,,2,0,680,,,0,,0,1,0,0,9,,,0,0,1,0,2,0,0,54,0,,1,0,2,0,,,1290
2016-W06,,1,0,,0,,,5,,0,0,420,0,0,,0,0,587,,,0,,0,0,2,0,9,,,0,0,0,0,2,0,0,35,0,,0,1,0,0,,,1062
2016-W07,,1,0,,0,,,13,,2,0,592,1,0,,0,0,700,,,1,,0,2,0,0,8,,,0,0,1,0,5,0,0,50,0,,0,3,3,0,,,1382
2016-W08,,1,0,,0,,,14,,0,0,508,4,0,,1,0,756,,,0,,0,1,0,0,10,,,0,0,1,0,4,0,0,52,0,,4,0,0,0,,,1356
2016-W09,,1,0,,0,,,8,,0,0,412,0,0,,0,0,832,,,0,,0,1,1,0,4,,,0,1,3,0,2,0,2,39,0,,1,1,0,0,,,1308
2016-W10,,2,0,,0,,,10,,0,0,396,1,0,,1,0,981,,,1,,0,2,2,0,6,,,0,3,2,0,4,0,0,26,0,,2,2,3,0,,,1444
2016-W11,,4,0,,0,,,6,,0,0,373,1,0,,1,0,906,,,0,,1,2,0,0,9,,,0,1,1,0,3,0,0,42,0,,0,1,2,0,,,1353
2016-W12,,4,0,,0,,,2,,0,0,306,2,0,,0,0,858,,,0,,1,2,0,0,7,,,0,1,1,0,1,0,0,26,0,,0,0,2,0,,,1213
2016-W13,,1,0,,0,,,7,,0,0,376,1,0,,0,0,937,,,0,,0,4,2,0,7,,,0,3,1,0,0,0,1,39,0,,0,1,0,0,,,1380
2016-W14,,0,0,,0,,,12,,2,0,290,2,0,,0,0,807,,,0,,0,1,0,0,7,,,0,0,3,0,2,0,1,29,0,,0,2,1,0,,,1159
2016-W15,,2,0,,0,,,13,,0,0,225,0,0,,0,0,988,,,1,,1,2,1,0,7,,,0,0,1,0,2,0,0,42,0,,0,0,3,0,,,1288
2016-W16,,7,0,,0,,,13,,0,0,231,0,0,,0,0,1052,,,1,,1,6,0,0,5,,,0,0,0,0,2,0,0,48,0,,1,1,1,0,,,1369
2016-W17,,1,0,,0,,,12,,0,0,244,0,0,,1,1,1022,,,0,,0,6,1,0,12,,,0,0,1,0,6,0,0,47,0,,2,2,3,0,,,1361
2016-W18,,6,0,,0,,,8,,0,0,181,0,0,,2,0,1079,,,1,,0,3,0,0,12,,,0,1,2,0,6,0,0,39,0,,0,0,3,0,,,1343
2016-W19,,2,0,,0,,,5,,0,0,217,0,0,,0,0,1317,,,0,,0,11,0,0,10,,,0,1,1,0,2,0,0,48,0,,1,0,3,0,,1,1619
2016-W20,,2,0,,0,,,19,,1,0,212,0,0,,0,0,1314,,,0,,1,6,3,0,9,,,0,1,2,0,1,0,0,41,0,,1,1,9,0,,0,1623
2016-W21,,4,0,,0,,,5,,0,0,198,0,0,,0,0,1349,,,0,,0,7,0,0,14,,,0,0,0,0,3,0,0,58,0,,2,0,2,0,,0,1642
2016-W22,,2,0,,0,,,12,,1,0,219,1,0,,0,0,1234,,,0,,0,5,1,0,17,,,0,0,1,0,3,0,0,45,0,,1,5,0,0,,0,1547
2016-W23,,1,0,,0,,,9,,0,0,159,1,0,,0,0,1117,,,0,,0,3,2,0,15,,,0,1,3,0,3,0,1,53,0,,1,2,4,0,,0,1375
2016-W24,,2,1,,0,,,5,,0,0,192,1,0,,1,0,1066,,,0,,2,4,2,1,12,,,0,0,9,0,3,0,1,28,0,,2,2,6,0,,0,1340
2016-W25,,0,0,,0,,,8,,1,0,215,0,0,,2,0,1034,,,0,,0,1,2,0,13,,,0,0,3,0,6,0,0,43,0,,0,0,4,0,,0,1332
2016-W26,,1,0,,0,,,11,,1,0,234,0,0,,5,0,972,,,0,,1,0,0,0,12,,,0,0,0,0,4,0,0,53,0,,1,0,1,0,,0,1296
2016-W27,,2,0,,0,,,8,,0,0,246,1,0,,1,0,798,,,0,,0,0,2,0,8,,,0,0,1,0,0,0,1,48,0,,0,0,0,0,,0,1116
2016-W28,,1,0,,0,,,3,,0,0,223,0,0,,1,0,871,,,0,,1,1,0,1,11,,,0,0,1,0,3,0,2,80,0,,0,2,2,0,,0,1203
2016-W29,,2,0,,0,,,14,,0,0,266,0,0,,0,0,884,,,1,,0,0,1,0,12,,,0,1,3,0,2,0,0,58,0,,2,3,4,0,,0,1253
2016-W30,,2,0,,0,,,3,,0,0,221,1,0,,1,0,908,,,0,,0,0,3,0,15,,,0,0,3,0,0,0,1,35,0,,1,5,3,0,,0,1202
2016-W31,,3,0,,0,,,1,,0,0,211,0,0,,2,0,972,,,1,,1,3,3,0,8,,,0,0,3,0,7,0,0,42,0,,0,2,1,0,,0,1260
2016-W32,,0,1,,0,,,5,,1,0,197,1,0,,0,0,917,,,0,,1,1,1,0,8,,,0,0,0,0,1,0,0,46,0,,1,1,3,0,,0,1185
2016-W33,,1,1,,0,,,6,,0,0,221,1,0,,1,2,914,,,0,,3,1,1,0,7,,,0,0,2,0,3,0,0,48,0,,2,2,5,0,,0,1221
2016-W34,,5,0,,0,,,6,,2,0,274,0,0,,2,0,948,,,2,,1,3,3,0,9,,,0,0,1,0,4,0,0,26,0,,0,1,0,0,,1,1288
2016-W35,,1,0,,0,,,13,,1,0,310,1,0,,1,0,906,,,0,,2,2,0,0,13,,,0,1,1,0,3,0,1,36,0,,2,2,0,0,,214,1510
2016-W36,,4,0,,0,,,20,,4,0,242,0,0,,0,0,867,,,0,,2,5,0,0,18,,,0,0,2,0,1,0,1,44,0,,1,0,3,0,,103,1317
2016-W37,,0,0,,0,,,13,,2,0,174,0,0,,0,0,779,,,0,,2,,2,0,12,,,0,0,2,0,1,0,0,47,0,,1,0,2,0,,62,1099
2016-W38,,0,0,,0,,,13,,3,1,173,0,0,,0,2,756,,,1,,2,0,0,0,13,,,0,0,0,0,5,0,1,30,0,,0,0,3,0,,11,1014
2016-W39,,3,0,,0,,,10,,2,0,138,0,0,,0,0,737,,,1,,0,3,3,0,11,,,0,1,0,0,1,0,0,37,0,,0,1,2,0,,8,958
2016-W40,,1,0,,0,,,11,,0,0,125,0,0,,0,0,555,,,1,,0,2,2,0,14,,,0,0,0,0,3,0,0,47,0,,1,2,4,0,,4,772
2016-W41,,2,1,,0,,,6,,1,0,94,0,0,,0,0,616,,,0,,2,2,1,0,10,,,0,0,2,0,3,0,0,41,0,,1,0,6,0,,11,799
2016-W42,,1,0,,0,,,2,,4,0,108,0,0,,0,0,599,,,0,,0,1,2,0,7,,,0,1,2,0,1,0,0,46,0,,0,0,4,0,,11,789
2016-W43,,2,0,,0,,,5,,0,0,84,0,0,,0,0,474,,,1,,0,2,2,1,14,,,0,0,0,0,3,0,0,34,0,,1,0,3,0,,12,638
2016-W44,,2,0,,0,,,8,,2,0,85,1,0,,0,0,489,,,0,,0,1,1,0,16,,,0,0,3,0,1,0,0,45,0,,2,0,1,0,,4,661
2016-W45,,2,1,,0,,,11,,1,0,84,0,0,,0,0,505,,,0,,0,4,3,0,11,,,0,0,3,0,2,0,0,33,0,,2,1,0,0,,4,667
2016-W46,,3,1,,0,,,7,,2,0,72,0,0,,0,0,581,,,1,,0,5,2,0,13,,,0,0,4,0,1,0,0,47,0,,1,0,3,0,,3,746
2016-W47,,1,0,,0,,,6,,0,0,74,1,0,,0,1,576,,,0,,0,8,1,0,8,,,0,0,0,0,2,0,0,40,0,,1,0,1,0,,1,721
2016-W48,,2,1,,0,,,7,,1,0,86,0,0,,0,0,602,,,0,,0,4,3,0,4,,,0,0,0,0,4,0,0,0,0,,0,0,1,0,,2,717
2016-W49,,1,0,,0,,,6,,1,0,59,0,0,,0,2,588,,,0,,3,11,0,3,10,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,1,685
2016-W50,,2,0,,0,,,7,,1,0,81,0,0,,0,2,582,,,1,,1,3,2,1,11,,,0,0,2,0,2,0,0,0,0,,1,0,2,0,,0,701
2016-W51,,0,0,,0,,,9,,0,0,72,0,0,,0,3,560,,,0,,0,2,1,1,15,,,0,0,0,0,2,0,0,1,0,,4,1,1,0,,0,672
2016-W52,,0,0,,0,,,5,,0,0,64,0,0,,0,3,512,,,0,,0,3,2,0,12,,,0,0,0,0,1,0,1,0,0,,1,2,2,0,,1,609
2017-W01,2,3,1,3,0,0,7,,0,,0,70,0,0,0,0,1,,501,0,0,2,0,3,2,0,6,0,0,,3,1,0,1,0,1,48,0,0,3,,,0,0,,658
2017-W02,0,1,0,1,0,0,7,,0,,0,90,1,0,0,0,0,,588,0,0,0,0,4,2,0,15,0,0,,1,3,0,2,0,0,43,0,0,4,,,0,0,,762
2017-W03,2,0,0,2,0,0,4,,0,,0,74,1,0,0,0,0,,599,0,0,0,1,3,0,0,12,0,0,,0,0,0,3,0,0,38,0,0,3,,,0,1,,743
2017-W04,1,2,0,2,0,0,11,,0,,0,66,0,0,0,0,0,,494,0,0,1,0,1,1,0,6,0,0,,0,0,0,1,0,1,35,0,0,2,,,0,0,,624
2017-W05,1,2,1,2,0,0,12,,0,,0,62,0,0,0,0,2,,572,0,0,1,0,0,1,1,12,0,0,,1,2,0,5,0,0,44,0,0,6,,,0,0,,727
2017-W06,5,1,0,0,0,0,4,,0,,0,77,0,0,0,0,0,,669,0,0,2,1,1,2,0,15,0,0,,0,7,0,4,0,1,33,0,0,0,,,0,2,,824
2017-W07,0,1,1,0,0,0,3,,0,,0,51,2,0,0,0,0,,692,0,0,2,0,4,2,1,9,0,0,,0,0,0,2,0,1,25,0,0,4,,,0,1,,801
2017-W08,0,2,1,0,0,0,10,,0,,0,54,0,0,0,0,0,,762,0,0,0,0,3,0,0,9,1,0,,1,0,0,6,0,1,46,0,0,0,,,0,0,,896
2017-W09,2,2,0,2,0,0,6,,1,,0,41,0,0,0,0,0,,855,0,1,1,0,1,0,0,12,0,0,,0,2,0,4,0,0,45,0,0,1,,,0,1,,977
2017-W10,0,1,0,1,0,0,8,,0,,0,32,0,0,0,0,0,,943,0,1,1,1,2,0,0,11,0,0,,0,2,0,2,0,0,32,0,0,0,,,0,0,,1037
2017-W11,2,0,0,0,0,0,8,,0,,0,34,1,0,0,0,0,,797,0,0,1,1,1,3,0,14,0,0,,0,2,0,2,0,0,31,0,0,1,,,0,0,,898
2017-W12,2,0,0,3,0,0,7,,2,,0,32,0,0,0,0,0,,790,0,1,0,0,2,1,0,8,1,0,,0,0,0,3,0,0,63,0,0,0,,,0,1,,916
2017-W13,3,0,0,2,0,0,7,,0,,0,49,1,0,0,0,0,,663,0,2,0,0,4,1,1,12,0,0,,0,0,0,5,0,0,45,0,0,0,,,0,2,,797
2017-W14,2,0,0,1,0,0,9,,1,,0,37,0,0,0,0,1,,695,0,0,1,1,3,0,1,13,0,0,,0,2,0,0,0,0,33,0,0,2,,,0,5,,807
2017-W15,2,1,0,2,0,0,4,,0,,0,32,0,0,0,0,0,,654,0,0,1,1,2,0,1,7,0,0,,0,1,0,2,0,0,42,0,0,1,,,0,5,,758
2017-W16,4,0,1,0,0,0,8,,0,,0,51,0,0,0,0,0,,762,0,0,2,2,2,2,0,12,0,0,,0,0,0,2,0,0,31,0,0,1,,,0,5,,885
2017-W17,4,0,0,2,0,0,11,,0,,0,37,0,0,0,0,0,,752,0,0,1,0,0,0,0,7,0,0,,0,0,0,0,0,1,32,0,0,1,,,0,7,,855
2017-W18,2,0,0,0,0,0,6,,0,,0,42,0,0,0,0,0,,755,0,1,0,2,0,1,0,13,0,0,,1,1,0,1,0,1,43,0,0,1,,,0,3,,873
2017-W19,1,1,0,0,0,0,9,,0,,0,48,0,0,0,0,0,,732,0,1,1,0,0,2,0,8,0,0,,1,0,0,4,0,1,38,0,0,0,,,0,1,,848
2017-W20,2,1,0,2,0,0,10,,1,,0,48,2,0,0,0,0,,793,0,1,1,0,2,1,0,7,0,0,,0,0,0,3,0,0,40,0,0,0,,,0,1,,915
2017-W21,1,0,0,0,0,0,9,,0,,0,50,0,0,0,0,0,,789,0,0,2,2,2,0,0,10,0,0,,1,0,0,6,0,1,44,0,0,0,,,0,4,,921
2017-W22,3,0,0,1,0,0,7,,0,,1,66,0,0,0,0,1,,713,0,1,3,0,0,2,0,8,0,0,,0,1,0,10,0,0,65,0,0,2,,,0,3,,887
2017-W23,1,0,1,1,0,0,9,,2,,0,62,0,0,0,0,0,,607,0,0,2,0,2,1,0,9,0,0,,0,3,0,3,0,0,36,0,0,0,,,0,1,,740
2017-W24,1,1,0,0,0,0,4,,1,,0,79,1,0,0,0,0,,520,0,0,1,0,3,0,0,8,0,0,,0,0,0,3,0,0,49,0,0,2,,,0,1,,674
2017-W25,0,0,0,2,0,0,5,,2,,0,73,0,0,0,0,0,,554,0,1,0,1,1,0,0,10,0,0,,1,0,0,2,0,0,33,0,0,1,,,0,2,,688
2017-W26,2,1,1,1,0,0,13,,2,,0,75,0,0,0,0,0,,436,0,1,0,1,2,4,0,12,0,0,,0,1,0,2,0,1,28,0,0,1,,,0,1,,585
2017-W27,0,1,0,2,0,0,16,,1,,0,63,0,0,0,0,0,,572,0,1,2,3,1,1,0,9,0,0,,1,1,0,4,0,0,41,0,0,1,,,0,0,,720
2017-W28,1,2,1,3,0,0,8,,1,,0,53,0,0,0,0,0,,661,0,0,0,0,0,0,0,6,0,0,,1,2,0,4,0,0,31,0,0,1,,,0,1,,776
2017-W29,2,1,2,0,0,0,9,,0,,0,51,0,0,0,0,0,,692,0,0,1,0,1,1,0,9,0,0,,1,1,0,2,0,0,30,0,0,1,,,0,0,,804
2017-W30,2,0,0,4,0,0,15,,0,,0,66,1,0,0,0,0,,803,0,0,1,1,0,0,0,15,0,0,,1,1,0,8,0,0,45,0,0,0,,,0,6,,969
2017-W31,2,0,0,4,0,0,13,,1,,0,60,0,1,0,0,0,,872,0,0,0,1,0,0,0,7,0,0,,0,1,0,2,0,0,40,0,0,0,,,0,6,,1010
2017-W32,2,2,0,0,0,0,9,,1,,0,56,0,0,0,0,0,,695,0,0,3,1,2,1,0,15,2,0,,0,2,0,2,0,1,46,0,0,3,,,0,2,,845
2017-W33,2,1,0,7,0,0,15,,2,,0,52,1,0,0,0,0,,711,0,0,2,1,0,0,0,5,0,0,,0,0,0,6,0,2,27,0,0,0,,,0,2,,836
2017-W34,1,1,1,1,0,0,7,,1,,0,51,1,0,0,0,0,,840,0,0,1,1,0,2,0,13,0,0,,0,3,0,4,0,3,37,0,0,2,,,0,0,,970
2017-W35,0,1,0,3,0,0,13,,0,,0,33,0,0,0,0,0,,761,0,0,0,3,1,2,0,12,0,0,,0,5,0,4,0,0,39,0,0,1,,,0,1,,879
2017-W36,2,0,2,3,0,0,13,,1,,0,40,0,1,0,0,0,,659,0,1,2,1,1,1,1,14,0,0,,0,0,0,4,0,1,46,0,0,1,,,0,0,,794
2017-W37,1,1,0,2,0,0,11,,0,,0,53,0,0,0,0,0,,717,0,1,0,1,1,1,0,5,0,0,,1,5,0,2,0,0,41,0,0,0,,,0,0,,843
2017-W38,3,1,0,4,0,0,12,,0,,0,58,1,0,0,0,0,,708,0,0,1,1,2,0,0,12,0,0,,1,2,0,1,0,0,39,0,0,1,,,0,0,,847
2017-W39,0,2,0,0,0,0,17,,0,,0,39,0,0,0,0,0,,672,0,1,1,0,1,1,0,14,0,0,,0,1,0,4,0,0,27,0,0,0,,,0,1,,781
2017-W40,0,0,1,1,0,0,10,,1,,0,51,1,0,0,0,0,,622,0,0,1,1,0,2,0,12,0,0,,0,1,0,1,0,0,33,0,0,1,,,0,0,,739
2017-W41,2,2,1,0,0,0,4,,1,,0,55,0,0,0,0,0,,721,0,1,0,0,0,3,1,13,0,0,,0,2,0,1,0,0,34,0,0,3,,,0,0,,844
2017-W42,5,2,0,1,0,0,5,,1,,1,62,1,0,0,0,0,,635,0,0,0,1,1,0,1,9,0,0,,0,2,0,3,0,0,38,0,0,1,,,0,0,,769
2017-W43,1,0,1,2,0,0,13,,0,,1,77,0,0,0,0,0,,549,0,0,2,1,1,1,0,11,0,0,,0,2,0,1,0,0,37,0,0,2,,,0,0,,702
2017-W44,1,0,0,3,0,0,21,,1,,0,62,0,0,0,0,0,,553,0,0,1,1,1,0,1,8,0,0,,0,2,0,4,0,0,50,0,0,2,,,0,0,,711
2017-W45,1,0,0,0,0,1,10,,0,,0,44,0,0,0,0,1,,474,0,0,1,1,0,3,0,11,0,0,,0,3,0,2,0,1,35,0,0,1,,,0,0,,589
2017-W46,1,0,0,1,0,0,9,,1,,0,50,0,0,0,0,0,,550,0,1,1,1,1,2,0,6,0,0,,0,2,0,1,0,0,33,0,0,0,,,0,1,,661
2017-W47,0,0,1,2,0,0,15,,0,,0,24,0,0,0,0,0,,481,0,0,0,1,0,1,1,8,0,0,,0,1,0,5,0,0,27,0,0,1,,,0,0,,568
2017-W48,3,4,1,1,0,0,11,,3,,0,37,1,0,0,0,0,,463,0,0,2,2,0,0,1,9,1,0,,0,4,0,2,0,0,38,0,0,3,,,0,0,,586
2017-W49,2,0,0,5,0,0,12,,1,,0,33,1,0,0,0,0,,415,0,1,2,2,0,0,0,11,0,0,,0,1,0,5,0,0,36,0,0,1,,,0,0,,528
2017-W50,1,0,2,0,0,0,11,,0,,0,40,0,0,0,0,0,,460,0,0,0,0,2,2,0,6,1,0,,0,3,0,2,0,0,44,0,0,1,,,0,0,,575
2017-W51,1,0,0,0,0,0,13,,0,,0,51,0,0,0,0,1,,412,0,0,2,0,0,0,1,11,3,0,,0,2,0,2,0,1,36,0,0,1,,,0,0,,537
2017-W52,0,0,1,0,0,0,5,,0,,0,66,0,0,0,0,0,,325,0,1,1,0,6,0,0,7,0,0,,0,2,0,3,0,0,42,0,0,1,,,0,0,,460
2018-W01,1,1,0,0,0,0,6,,0,,0,83,0,0,0,0,0,,326,0,0,0,2,1,1,0,6,0,0,,1,2,0,1,0,0,27,0,0,1,,,0,0,,459
2018-W02,1,2,0,1,0,0,8,,0,,0,68,0,0,0,0,0,,478,0,0,0,1,1,1,1,13,0,0,,1,3,0,3,0,0,33,0,0,1,,,0,0,,616
2018-W03,1,1,0,1,0,0,4,,0,,0,54,0,0,0,0,0,,542,0,0,1,0,2,1,0,11,0,0,,0,2,0,5,0,0,28,0,0,0,,,0,1,,654
2018-W04,0,1,0,2,0,0,9,,0,,0,45,0,0,0,0,0,,645,0,2,1,0,0,0,0,12,0,0,,1,2,0,0,0,0,23,0,1,3,,,0,0,,747
2018-W05,1,1,0,0,0,1,9,,0,,1,48,0,0,0,0,0,,757,0,0,0,0,1,1,0,17,0,0,,0,0,0,2,0,0,26,0,0,0,,,0,0,,865
