Row Labels,Acute Viral Hepatitis A,Acute Viral hepatitis B,Acute Viral hepatitis C,Acute Viral Hepatitis E,Avian Influenza,Botulism,Campylobacter enteritis,Campylobacterenterosis,Chikungunya,Chikungunya Fever,Cholera,Dengue Fever,Dengue Haemorrhagic Fever,Diphtheria,Ebola Virus Disease,Encephalitis,Haemophilus influenzae type b,"Hand, Foot Mouth Disease",HFMD,Japanese Encephalitis,Legionellosis,Leptospirosis,Malaria,Measles,Melioidosis,Meningococcal Infection,Mumps,Murine Typhus,Nipah,Nipah virus infection,Paratyphoid,Pertussis,Plague,Pneumococcal Disease (invasive),Poliomyelitis,Rubella,Salmonellosis(non-enteric fevers),SARS,Tetanus,Typhoid,Viral Hepatitis A,Viral Hepatitis E,Yellow Fever,Zika,Zika Virus Infection,Grand Total
2018-W06,1,0,1,1,0,0,4,,0,,0,50,0,0,0,0,0,,699,0,0,0,0,0,1,0,11,0,0,,1,4,0,2,0,0,22,0,0,1,,,0,0,,798
2018-W07,2,0,0,2,0,0,4,,0,,0,28,0,0,0,0,0,,546,0,0,1,0,2,0,0,2,0,0,,0,2,0,3,0,0,13,0,0,0,,,0,0,,605
2018-W08,2,0,2,2,0,0,8,,0,,0,38,1,0,0,0,0,,668,0,0,0,1,0,1,0,8,0,0,,0,1,0,4,0,0,14,0,0,2,,,0,0,,752
2018-W09,0,2,0,3,0,0,4,,1,,0,51,0,0,0,0,0,,780,0,0,0,0,1,0,1,10,1,0,,1,4,0,3,0,0,32,0,0,1,,,0,0,,895
2018-W10,1,2,0,0,0,0,4,,0,,0,37,0,0,0,0,0,,1105,0,0,0,0,2,0,0,5,0,0,,0,0,0,4,0,0,32,0,0,0,,,0,0,,1192
2018-W11,2,1,1,1,0,0,4,,0,,0,37,2,0,0,0,0,,946,0,0,1,2,1,0,1,11,1,0,,0,0,0,3,0,0,32,0,0,0,,,0,0,,1046
2018-W12,2,0,0,1,0,0,12,,0,,0,36,0,0,0,0,0,,983,0,0,1,1,0,2,0,11,0,0,,0,6,0,2,0,0,30,0,0,0,,,0,0,,1087
2018-W13,1,2,1,1,0,0,11,,0,,0,24,0,0,0,0,0,,843,0,0,1,0,1,0,0,10,0,0,,0,1,0,2,0,0,22,0,0,0,,,0,0,,920
2018-W14,1,0,1,3,0,0,10,,0,,0,38,0,0,0,0,0,,1010,0,1,1,0,2,0,0,12,1,0,,0,5,0,0,0,0,32,0,0,3,,,0,0,,1120
2018-W15,2,1,0,2,0,0,13,,0,,0,38,0,0,0,0,0,,985,0,0,2,1,2,1,0,10,0,0,,0,5,0,1,0,0,31,0,0,0,,,0,0,,1094
2018-W16,1,1,2,2,0,0,4,,0,,0,56,0,0,0,0,0,,996,0,0,0,1,1,0,1,11,0,0,,1,4,0,1,0,0,33,0,0,1,,,0,0,,1116
2018-W17,0,2,0,3,0,0,5,,0,,0,55,1,0,0,0,1,,1066,0,0,1,1,3,0,0,8,0,0,,0,3,0,2,0,0,27,0,0,0,,,0,0,,1178
2018-W18,1,1,0,0,0,0,6,,0,,0,74,3,0,0,0,0,,971,0,0,0,1,0,3,0,16,1,0,,0,2,0,4,0,1,41,0,0,0,,,0,0,,1125
2018-W19,2,1,0,1,0,0,9,,0,,0,62,0,0,0,0,0,,1159,0,2,3,1,0,1,0,10,0,0,,0,5,0,2,0,0,36,0,0,1,,,0,0,,1295
2018-W20,3,0,0,1,0,0,6,,1,,0,63,1,0,0,0,1,,1022,0,0,2,1,1,0,0,16,0,0,,0,1,0,2,0,0,40,0,0,0,,,0,0,,1161
2018-W21,0,1,0,3,0,0,7,,0,,0,64,1,0,0,0,0,,1086,0,3,1,0,3,0,0,15,1,0,,1,3,0,4,0,0,40,0,0,0,,,0,0,,1233
2018-W22,3,0,0,0,0,0,9,,1,,0,52,2,0,0,0,0,,849,0,0,1,0,0,0,0,10,0,0,,0,1,0,4,0,0,47,0,0,0,,,0,0,,979
2018-W23,3,2,0,0,0,0,3,,1,,0,75,0,0,0,0,1,,873,0,1,1,1,1,1,0,9,0,0,,0,3,0,1,0,0,47,0,0,0,,,0,0,,1023
2018-W24,3,0,0,1,0,0,10,,0,,0,55,0,0,0,0,0,,735,0,0,2,0,0,0,0,8,0,0,,0,4,0,5,0,0,31,0,0,1,,,0,0,,855
2018-W25,1,3,0,1,0,0,8,,0,,0,59,2,0,0,0,0,,716,0,0,4,1,0,0,0,9,2,0,,0,1,0,3,0,0,39,0,0,0,,,0,0,,849
2018-W26,0,0,0,1,0,0,8,,0,,0,75,1,0,0,0,0,,889,0,0,1,1,0,1,0,7,0,0,,0,1,0,1,0,0,30,0,0,1,,,0,0,,1017
2018-W27,7,1,0,2,0,0,8,,0,,0,56,2,0,0,0,0,,1071,0,0,0,1,0,0,1,12,0,0,,1,2,0,4,0,0,42,0,0,1,,,0,0,,1211
2018-W28,1,3,1,2,0,0,9,,1,,0,44,0,0,0,0,0,,1140,0,0,1,2,0,1,0,9,0,0,,0,1,0,4,0,1,22,0,0,1,,,0,0,,1243
2018-W29,1,0,1,0,0,0,7,,0,,0,41,0,0,0,0,0,,1136,0,0,0,0,1,0,0,12,0,0,,1,4,0,4,0,0,22,0,0,2,,,0,0,,1232
2018-W30,1,0,0,0,0,0,7,,1,,0,56,0,0,0,0,0,,1177,0,2,0,0,0,0,1,8,0,0,,0,3,0,4,0,0,37,0,0,1,,,0,0,,1298
2018-W31,0,1,0,1,0,0,13,,0,,0,50,1,0,0,0,0,,1249,0,1,0,0,1,1,0,12,0,0,,0,1,0,0,0,2,32,0,0,0,,,0,0,,1365
2018-W32,1,0,0,0,0,0,11,,0,,0,59,0,0,0,0,0,,1050,0,0,2,0,0,0,0,7,0,0,,1,1,0,0,0,0,30,0,0,2,,,0,0,,1164
2018-W33,1,2,0,1,0,0,12,,0,,0,42,1,0,0,0,0,,1038,0,0,0,1,0,0,0,7,0,0,,1,1,0,2,0,2,23,0,0,2,,,0,0,,1136
2018-W34,4,1,0,0,0,0,7,,0,,1,66,2,0,0,0,0,,796,0,0,0,1,0,1,0,7,2,0,,1,3,0,3,0,1,31,0,0,2,,,0,0,,929
2018-W35,1,0,0,0,0,0,9,,0,,0,75,0,0,0,0,0,,684,0,1,0,0,2,1,0,9,0,0,,0,0,0,4,0,1,23,0,0,1,,,0,0,,811
2018-W36,1,0,0,3,0,0,4,,0,,0,75,1,0,0,0,0,,474,0,1,1,0,0,1,0,4,0,0,,0,1,0,3,0,0,38,0,0,2,,,0,0,,609
2018-W37,2,0,0,2,0,0,13,,0,,0,49,0,0,0,0,0,,594,0,0,1,0,0,0,0,10,0,0,,0,0,0,3,0,1,30,0,0,0,,,0,0,,705
2018-W38,0,1,0,1,0,0,12,,0,,0,63,0,0,0,0,0,,568,0,0,2,1,0,1,0,8,0,0,,0,1,0,3,0,0,34,0,0,0,,,0,0,,695
2018-W39,1,1,2,0,0,0,11,,0,,0,40,0,0,0,0,0,,622,0,2,0,2,0,0,0,7,0,0,,1,2,0,2,0,1,28,0,0,1,,,0,0,,723
2018-W40,2,2,0,0,0,0,8,,0,,0,51,0,0,0,0,1,,586,0,0,0,1,0,3,0,9,1,0,,0,2,0,2,0,0,30,0,0,0,,,0,0,,698
2018-W41,0,1,0,1,0,0,8,,0,,0,51,0,0,0,0,0,,547,0,0,1,1,0,1,1,8,0,0,,0,4,0,3,0,0,36,0,0,2,,,0,0,,665
2018-W42,0,4,0,0,0,0,8,,0,,0,60,2,0,0,0,0,,543,0,0,1,1,1,1,0,10,1,0,,0,1,0,3,0,0,36,0,0,2,,,0,0,,674
2018-W43,1,1,1,3,0,0,10,,2,,0,78,0,0,0,0,0,,561,0,0,1,0,0,2,0,5,1,0,,0,2,0,3,0,0,40,0,0,0,,,0,0,,711
2018-W44,0,0,1,0,0,0,6,,2,,0,75,0,0,0,0,0,,565,0,0,1,2,0,2,0,6,0,0,,0,0,0,1,0,0,44,0,0,3,,,0,0,,708
2018-W45,1,1,0,1,0,0,11,,0,,0,71,0,0,0,0,0,,528,0,2,2,0,1,2,1,11,0,0,,0,0,0,3,0,0,34,0,0,0,,,0,0,,669
2018-W46,0,2,0,1,0,0,12,,0,,0,78,0,0,0,0,0,,587,0,2,0,1,0,1,0,2,1,0,,0,1,0,4,0,0,37,0,0,1,,,0,0,,730
2018-W47,0,0,0,0,0,0,9,,0,,0,97,0,0,0,0,0,,607,0,0,1,0,2,0,0,10,1,0,,1,2,0,1,0,0,31,0,0,1,,,0,0,,763
2018-W48,0,1,0,1,0,0,11,,4,,0,109,0,0,0,0,0,,533,0,1,1,0,1,1,0,7,0,0,,0,3,0,1,0,0,21,0,0,2,,,0,0,,697
2018-W49,2,1,0,0,0,0,7,,1,,0,114,1,0,0,0,0,,500,0,0,0,1,0,2,0,3,0,0,,0,2,0,3,0,0,31,0,0,0,,,0,0,,668
2018-W50,6,1,1,0,0,0,9,,0,,0,107,1,0,0,0,1,,461,0,0,0,0,0,1,1,10,0,0,,1,3,0,2,0,0,27,0,0,0,,,0,0,,632
2018-W51,6,1,0,0,0,0,15,,0,,0,127,1,0,0,0,0,,486,0,0,1,2,0,0,0,4,0,0,,0,1,0,1,0,0,33,0,0,1,,,0,0,,679
2018-W52,1,1,0,1,0,0,5,,0,,1,160,0,0,0,0,0,,439,0,1,2,2,0,0,0,9,1,0,,1,2,0,3,0,0,24,0,0,0,,,0,0,,653
2019-W01,5,1,0,1,0,0,5,,1,,0,205,2,0,0,0,0,,0,0,0,0,1,0,0,0,5,0,0,,0,1,0,0,0,0,43,0,0,2,,,0,0,,272
2019-W02,2,1,1,0,0,0,5,,0,,0,245,0,0,0,0,0,,0,0,0,0,0,1,1,0,13,1,0,,2,2,0,2,0,0,28,0,0,6,,,0,0,,310
2019-W03,1,0,0,0,0,0,10,,2,,0,207,8,0,0,0,0,,0,0,0,0,3,5,2,0,7,0,0,,0,0,0,3,0,0,55,0,0,2,,,0,2,,307
2019-W04,1,2,0,0,0,0,7,,1,,0,221,1,0,0,0,0,,0,0,0,0,0,2,1,1,9,1,0,,2,1,0,2,0,0,38,0,0,2,,,0,0,,292
2019-W05,1,0,0,0,0,0,6,,0,,0,179,3,0,0,0,0,,0,0,0,0,1,3,1,0,9,0,0,,0,3,0,6,0,0,34,0,0,1,,,0,0,,247
2019-W06,3,1,0,0,0,0,6,,0,,0,135,3,0,0,0,1,,0,0,1,0,0,3,0,0,6,0,0,,0,1,0,4,0,0,30,0,0,1,,,0,1,,196
2019-W07,0,1,0,0,0,0,20,,0,,0,232,3,0,0,0,0,,0,0,0,0,2,4,2,1,6,0,0,,0,5,0,1,0,0,40,0,0,1,,,0,0,,318
2019-W08,2,1,0,2,0,0,9,,1,,0,181,1,0,0,0,0,,0,0,0,0,0,7,1,0,10,0,0,,0,0,0,4,0,0,25,0,0,0,,,0,0,,244
2019-W09,1,0,2,2,0,0,10,,2,,0,156,1,0,0,0,0,,0,0,0,0,0,7,1,0,6,0,0,,0,4,0,2,0,0,50,0,0,2,,,0,0,,246
2019-W10,0,0,2,1,0,0,8,,0,,1,133,1,0,0,0,0,,0,0,0,0,0,4,0,0,6,0,0,,0,2,0,3,0,0,41,0,0,0,,,0,1,,203
2019-W11,1,2,0,1,0,0,11,,0,,0,109,0,0,0,0,0,,0,0,1,0,0,2,0,0,5,0,0,,0,3,0,3,0,0,39,0,0,1,,,0,0,,178
2019-W12,0,2,1,0,0,0,9,,0,,0,96,1,0,0,0,0,,0,0,0,0,1,4,1,0,9,0,0,,0,2,0,2,0,0,42,0,0,1,,,0,0,,171
2019-W13,1,1,0,1,0,0,6,,1,,0,99,1,0,0,0,0,,0,0,0,1,1,1,2,0,12,0,0,,0,2,0,4,0,0,66,0,0,2,,,0,0,,201
2019-W14,2,1,1,4,0,0,7,,0,,0,108,0,0,0,0,0,,0,0,1,0,0,1,0,0,9,0,0,,0,1,0,1,0,0,72,0,0,0,,,0,0,,208
2019-W15,2,0,1,0,0,0,7,,0,,0,125,0,0,0,0,0,,0,0,1,0,2,0,2,0,17,0,0,,0,0,0,0,0,0,36,0,0,1,,,0,0,,194
2019-W16,0,2,0,0,0,0,2,,0,,0,134,1,0,0,0,0,,0,0,1,0,1,0,0,0,7,0,0,,0,1,0,2,0,0,42,0,0,0,,,0,0,,193
2019-W17,1,0,0,0,0,0,13,,1,,0,156,1,0,0,0,0,,0,0,0,3,0,1,1,0,5,0,0,,0,3,0,2,0,0,37,0,0,0,,,0,0,,224
2019-W18,3,0,0,0,0,0,5,,0,,0,192,2,0,0,0,0,,0,0,0,1,0,3,1,0,6,0,0,,2,0,0,1,0,0,36,0,0,1,,,0,0,,253
2019-W19,1,0,2,2,0,0,15,,0,,0,287,0,0,0,0,1,,0,0,0,3,0,1,3,0,13,0,0,,0,3,0,4,0,0,41,0,0,1,,,0,1,,378
2019-W20,0,2,0,0,0,0,11,,0,,0,307,2,0,0,0,0,,0,0,0,0,1,2,1,0,11,0,0,,0,1,0,5,0,0,40,0,0,2,,,0,0,,385
2019-W21,1,0,1,0,0,0,12,,0,,0,376,2,0,0,0,0,,0,0,1,0,0,4,2,0,10,0,0,,0,0,0,3,0,0,55,0,0,1,,,0,0,,468
2019-W22,1,1,0,0,0,0,9,,0,,0,400,1,0,0,0,0,,0,0,1,0,0,1,0,0,8,0,0,,0,1,0,2,0,0,40,0,0,1,,,0,0,,466
2019-W23,0,0,0,1,0,0,14,,6,,0,396,4,0,0,0,0,,0,0,0,0,1,2,1,0,8,0,0,,0,0,0,3,0,0,41,0,0,2,,,0,0,,479
2019-W24,0,1,0,0,0,0,17,,3,,0,464,3,0,0,0,0,,0,0,1,0,1,5,0,0,8,0,0,,1,2,0,4,0,0,43,0,0,1,,,0,0,,554
2019-W25,0,0,0,1,0,0,16,,1,,0,430,3,0,0,0,0,,0,0,3,0,0,7,0,0,5,0,0,,0,1,0,1,0,0,37,0,0,0,,,0,0,,505
2019-W26,1,0,0,1,0,0,6,,1,,0,492,5,0,0,0,0,,0,0,2,0,1,7,2,0,6,0,0,,0,2,0,3,0,0,33,0,0,1,,,0,0,,563
2019-W27,3,1,1,0,0,0,12,,1,,0,591,2,0,0,0,1,,0,0,0,0,1,8,2,0,6,2,0,,0,1,0,4,0,0,43,0,0,0,,,0,0,,679
2019-W28,0,1,0,0,0,0,8,,3,,0,661,2,0,0,0,0,,0,0,1,0,1,10,2,1,5,0,0,,0,1,0,4,0,0,31,0,0,0,,,0,2,,733
2019-W29,0,2,0,1,0,0,12,,1,,1,644,2,0,0,0,0,,0,0,0,1,0,17,2,0,10,0,0,,1,1,0,7,0,0,47,0,0,0,,,0,0,,749
2019-W30,4,0,0,2,0,0,7,,3,,0,601,4,0,0,0,0,,0,0,0,0,0,9,1,0,8,0,0,,0,1,0,2,0,0,29,0,0,2,,,0,0,,673
2019-W31,0,1,0,1,0,0,7,,3,,0,597,2,0,0,0,0,,0,0,0,0,0,10,1,0,7,0,0,,0,2,0,4,0,0,37,0,0,5,,,0,0,,677
2019-W32,2,0,0,0,0,0,5,,0,,0,521,2,0,0,0,0,,0,0,0,1,0,1,2,0,6,0,0,,0,2,0,3,0,0,32,0,0,11,,,0,0,,588
2019-W33,2,0,0,0,0,0,19,,1,,0,522,2,0,0,0,0,,0,0,0,0,0,3,0,0,8,0,0,,0,0,0,2,0,0,35,0,0,2,,,0,0,,596
2019-W34,1,1,0,2,0,0,9,,6,,0,474,0,0,0,0,0,,0,0,0,2,0,2,0,2,7,0,0,,0,2,0,4,0,0,38,0,0,3,,,0,0,,553
2019-W35,3,2,0,0,0,0,7,,1,,0,412,2,0,0,0,0,,0,0,0,0,0,5,0,0,11,0,0,,1,3,0,2,0,0,31,0,0,3,,,0,0,,483
2019-W36,0,1,0,1,0,0,6,,1,,0,326,1,0,0,0,0,,0,0,0,0,0,2,0,0,8,0,0,,0,0,0,4,0,0,36,0,0,0,,,0,0,,386
2019-W37,1,0,1,2,0,0,8,,2,,0,314,3,0,0,0,0,,0,0,2,1,1,2,0,0,8,0,0,,0,1,0,2,0,0,29,0,0,1,,,0,3,,381
2019-W38,2,0,0,1,0,0,9,,2,,0,299,2,0,0,0,0,,0,0,0,0,2,0,0,1,7,0,0,,0,0,0,1,0,0,38,0,0,0,,,0,1,,365
2019-W39,2,1,0,0,0,0,6,,1,,0,258,3,0,0,0,0,,0,0,1,1,0,2,0,0,8,0,0,,0,1,0,1,0,0,43,0,0,1,,,0,0,,329
2019-W40,0,1,0,2,0,0,6,,2,,0,243,3,0,0,0,0,,0,0,0,0,0,0,1,0,7,0,0,,0,2,0,2,0,0,45,0,0,2,,,0,0,,316
2019-W41,1,0,1,0,0,0,8,,4,,0,226,1,0,0,0,0,,0,0,0,1,2,2,0,0,6,0,0,,0,0,0,2,0,0,37,0,0,0,,,0,0,,291
2019-W42,1,0,0,0,0,0,14,,0,,0,239,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,1,0,,0,0,0,1,0,0,43,0,0,0,,,0,0,,307
2019-W43,2,1,1,1,0,0,4,,1,,0,241,1,0,0,0,0,,0,0,0,1,0,0,0,0,11,0,0,,0,1,0,1,0,0,36,0,0,1,,,0,1,,304
2019-W44,1,0,0,0,0,0,6,,1,,0,306,2,0,0,0,0,,0,0,0,0,2,1,2,0,12,0,0,,0,0,0,4,0,0,35,0,0,0,,,0,0,,372
2019-W45,3,0,0,2,0,0,20,,0,,0,321,1,0,0,0,0,,0,0,3,4,0,0,2,0,10,0,0,,0,0,0,2,0,0,52,0,0,1,,,0,0,,421
2019-W46,2,0,0,1,0,0,9,,0,,0,372,1,0,0,0,1,,0,0,0,1,0,0,0,0,8,0,0,,0,0,0,1,0,0,33,0,0,1,,,0,0,,430
2019-W47,1,1,1,0,0,0,11,,1,,0,329,2,0,0,0,0,,0,0,0,0,2,1,2,0,5,0,0,,1,0,0,4,0,0,37,0,0,2,,,0,0,,400
2019-W48,1,1,1,0,0,0,10,,0,,0,295,0,0,0,0,0,,0,0,2,1,1,0,0,1,10,0,0,,1,0,0,2,0,0,35,0,0,1,,,0,0,,362
2019-W49,2,1,0,1,0,0,8,,2,,0,280,1,0,0,0,0,,0,0,0,0,0,1,0,0,11,0,0,,1,0,0,3,0,1,35,0,0,0,,,0,0,,347
2019-W50,0,0,0,1,0,0,3,,0,,0,257,0,0,0,0,0,,0,0,0,1,2,0,0,1,3,0,0,,0,2,0,0,0,0,34,0,0,5,,,0,0,,309
2019-W51,2,1,0,2,0,0,5,,1,,0,226,0,0,0,0,0,,0,0,1,2,1,0,3,0,10,0,0,,0,1,0,3,0,0,36,0,0,0,,,0,0,,294
2019-W52,0,0,1,0,0,0,19,,1,,0,290,0,0,0,0,0,,0,0,0,0,2,0,1,0,6,1,0,,0,0,0,2,0,1,33,0,0,0,,,0,0,,357
2020-W01,2,1,2,1,0,0,15,,3,,0,302,1,0,0,0,0,,0,0,0,0,1,0,0,2,7,0,0,,0,1,0,3,0,0,19,0,0,1,,,0,0,,361
2020-W02,1,2,1,0,0,0,9,,1,,0,342,1,0,0,0,0,,0,0,0,0,1,1,0,0,11,0,0,,1,0,0,3,0,0,25,0,0,2,,,0,0,,401
2020-W03,1,2,0,1,0,0,8,,1,,0,402,2,0,0,0,0,,0,0,0,0,1,2,2,0,9,0,0,,0,1,0,2,0,1,26,0,0,2,,,0,0,,463
2020-W04,1,1,0,0,0,0,10,,0,,0,307,2,0,0,0,0,,0,0,1,1,0,1,1,1,6,1,0,,1,0,0,2,0,0,32,0,0,3,,,0,0,,371
2020-W05,0,1,0,1,0,0,6,,1,,0,370,0,0,0,0,1,,0,0,1,0,0,0,0,0,5,0,0,,0,0,0,6,0,0,33,0,0,1,,,0,0,,426
2020-W06,0,2,0,3,0,0,9,,1,,0,400,0,0,0,0,0,,0,0,1,2,0,1,2,0,10,1,0,,0,2,0,3,0,0,42,0,0,1,,,0,0,,480
2020-W07,0,1,0,1,0,0,7,,2,,0,378,2,0,0,0,0,,0,0,0,2,1,2,1,0,7,0,0,,0,0,0,3,0,0,26,0,0,0,,,0,0,,433
2020-W08,0,0,0,1,0,0,9,,0,,0,380,1,0,0,0,0,,0,0,0,1,0,0,1,0,9,0,0,,1,0,0,1,0,0,22,0,0,1,,,0,0,,427
2020-W09,1,2,1,0,0,0,3,,0,,0,373,1,0,0,0,0,,0,0,1,0,0,0,0,0,7,0,0,,2,0,0,2,0,0,38,0,0,1,,,0,0,,432
2020-W10,1,0,1,3,0,0,8,,0,,0,375,0,0,0,0,0,,0,0,0,1,0,1,0,0,5,0,0,,1,1,0,1,0,0,53,0,0,1,,,0,1,,453
2020-W11,1,0,0,1,0,0,7,,0,,0,389,0,0,0,0,0,,0,0,0,0,1,0,1,0,4,1,0,,1,3,0,0,0,0,41,0,0,3,,,0,0,,453
2020-W12,2,2,0,1,0,0,9,,1,,0,367,1,0,0,0,0,,0,0,0,1,1,1,1,1,3,0,0,,0,0,0,1,0,0,44,0,0,2,,,0,0,,438
2020-W13,0,0,0,0,0,0,4,,0,,0,377,0,0,0,0,0,,0,0,1,2,0,1,1,0,7,0,0,,0,0,0,1,0,0,32,0,0,0,,,0,0,,426
2020-W14,1,3,0,1,0,0,11,,0,,0,315,0,0,0,0,0,,0,0,0,2,0,0,0,0,5,0,0,,2,1,0,2,0,0,20,0,0,3,,,0,0,,366
2020-W15,0,0,0,1,0,0,5,,0,,0,341,2,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,17,0,0,0,,,0,0,,368
2020-W16,1,0,0,1,0,0,9,,0,,0,360,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,0,0,,0,1,0,1,0,0,17,0,0,2,,,0,0,,396
2020-W17,0,0,1,0,0,0,6,,0,,0,399,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,29,0,0,1,,,0,0,,440
2020-W18,1,1,0,1,0,0,4,,0,,0,390,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,,0,1,0,0,0,0,18,0,0,1,,,0,0,,422
2020-W19,0,1,1,0,0,0,4,,0,,0,502,5,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,0,,0,0,0,1,0,0,23,0,0,0,,,0,0,,544
2020-W20,0,0,0,1,0,0,8,,0,,0,524,2,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,1,0,0,29,0,0,0,,,0,0,,568
2020-W21,0,2,0,1,0,0,3,,0,,0,618,1,0,0,0,0,,0,0,0,0,0,0,1,0,3,0,0,,0,0,0,0,0,0,43,0,0,1,,,0,0,,673
2020-W22,1,1,0,2,0,1,8,,0,,0,731,1,0,0,0,0,,0,0,0,0,0,0,1,0,4,0,0,,0,0,0,0,0,0,32,0,0,0,,,0,0,,782
2020-W23,1,2,0,0,0,0,12,,0,,0,868,0,0,0,0,0,,0,0,0,1,0,0,0,0,6,1,0,,0,0,0,0,0,0,29,0,0,0,,,0,0,,920
2020-W24,0,0,0,0,0,0,8,,0,,0,1151,2,0,0,0,0,,0,0,0,1,0,0,0,1,5,0,0,,0,0,0,0,0,0,37,0,0,0,,,0,0,,1205
2020-W25,0,1,1,1,0,0,8,,0,,0,1369,2,0,0,0,0,,0,0,0,1,0,0,0,1,4,0,0,,0,0,0,0,0,0,41,0,0,0,,,0,0,,1429
2020-W26,0,0,1,0,0,0,9,,0,,0,1460,0,0,0,0,0,,0,0,0,0,0,0,1,0,8,0,0,,0,0,0,0,0,0,34,0,0,0,,,0,0,,1513
2020-W27,1,1,1,1,0,0,14,,0,,0,1444,4,0,0,0,0,,0,0,1,0,1,0,3,0,9,0,0,,0,0,0,0,0,0,32,0,0,0,,,0,0,,1512
2020-W28,2,0,0,1,0,0,7,,0,,0,1665,2,0,0,0,0,,0,0,0,0,0,0,1,0,5,0,0,,0,0,0,0,0,0,25,0,0,0,,,0,0,,1708
2020-W29,0,1,0,0,0,0,14,,0,,0,1725,4,0,0,0,0,,0,0,0,1,0,0,1,0,7,0,0,,0,0,0,0,0,0,34,0,0,0,,,0,0,,1787
2020-W30,0,0,0,0,0,0,10,,0,,0,1791,1,0,0,0,0,,0,0,2,1,2,0,1,0,7,0,0,,0,0,0,1,0,0,32,0,0,0,,,0,0,,1848
2020-W31,0,1,0,1,0,0,9,,0,,0,1376,2,0,0,0,0,,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,1,0,0,26,0,0,0,,,0,0,,1419
2020-W32,0,0,0,0,0,0,18,,0,,0,1667,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,0,0,,0,0,0,0,0,0,27,0,0,1,,,0,0,,1717
2020-W33,1,0,1,0,0,0,18,,0,,0,1336,3,0,0,0,0,,0,0,0,2,0,0,0,0,6,0,0,,0,0,0,1,0,0,27,0,0,0,,,0,0,,1395
2020-W34,0,1,0,0,0,0,8,,0,,0,1285,2,0,0,0,0,,0,0,1,2,0,0,1,1,5,0,0,,0,0,0,1,0,0,35,0,0,1,,,0,0,,1343
2020-W35,0,0,0,2,0,0,10,,0,,0,1153,1,0,0,0,0,,0,0,1,0,2,0,1,0,4,0,0,,0,0,0,0,0,0,22,0,0,0,,,0,0,,1196
2020-W36,2,0,0,2,0,0,12,,1,,0,937,1,0,0,0,0,,0,0,0,0,1,0,0,0,3,1,0,,0,0,0,1,0,0,44,0,0,0,,,0,0,,1005
2020-W37,0,0,0,3,0,0,10,,1,,0,725,0,0,0,0,0,,0,0,1,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,29,0,0,0,,,0,0,,775
2020-W38,1,1,1,1,0,0,11,,0,,0,671,0,0,0,0,0,,0,0,1,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,19,0,0,0,,,0,0,,711
2020-W39,1,0,1,1,0,0,7,,0,,0,590,1,0,0,0,0,,0,0,0,0,0,0,1,0,2,0,0,,0,0,0,0,0,0,26,0,0,1,,,0,0,,631
2020-W40,0,1,0,0,0,0,8,,0,,0,605,0,0,0,0,0,,0,0,0,1,0,0,0,0,5,0,0,,0,0,0,0,0,0,34,0,0,1,,,0,0,,655
2020-W41,0,1,0,2,0,0,9,,0,,0,528,1,0,0,0,0,,0,0,0,0,0,0,1,0,7,0,0,,0,0,0,1,0,0,30,0,0,0,,,0,0,,580
2020-W42,0,1,0,0,0,0,17,,0,,0,591,1,0,0,0,0,,0,0,0,1,0,2,2,0,7,0,0,,0,0,0,0,0,0,23,0,0,0,,,0,0,,645
2020-W43,0,0,0,2,0,0,11,,0,,0,563,2,0,0,0,0,,0,0,0,3,0,0,1,0,9,0,0,,0,0,0,0,0,0,25,0,0,0,,,0,0,,616
2020-W44,0,0,1,4,0,0,14,,0,,0,440,0,0,0,0,0,,0,0,0,1,0,0,1,0,8,2,0,,0,0,0,0,0,0,41,0,0,0,,,0,0,,512
2020-W45,0,1,1,1,0,0,14,,0,,0,408,0,0,0,0,0,,0,0,0,2,0,0,0,0,2,0,0,,0,0,0,1,0,0,13,0,0,0,,,0,0,,443
2020-W46,2,0,1,0,0,0,7,,0,,0,354,1,0,0,0,0,,0,0,0,0,0,0,2,0,3,0,0,,0,0,0,0,0,0,20,0,0,0,,,0,0,,390
2020-W47,0,3,0,1,0,0,11,,0,,0,258,0,0,0,0,0,,0,0,1,1,0,0,0,0,6,0,0,,0,0,0,2,0,0,19,0,0,0,,,0,0,,302
2020-W48,0,1,0,0,0,0,7,,0,,0,279,0,0,0,0,0,,0,0,1,1,0,0,3,0,4,0,0,,0,0,0,0,0,0,29,0,0,0,,,0,0,,325
2020-W49,0,1,0,2,0,0,16,,0,,0,228,0,0,0,0,0,,0,0,0,1,0,0,1,0,7,0,0,,0,0,0,1,0,0,36,0,0,0,,,0,0,,293
